id,created_at,text
749006924662931456,2016-07-01 22:29:01,"b""I shouldn't.  https://t.co/sf7mmNamLJ"""
748995077498896384,2016-07-01 21:41:56,"b'Happy Birthday Canada. \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6149 years ago, North America wowed onlookers with her post baby body.'"
748497824149544960,2016-06-30 12:46:02,"b'Partly luck. But mostly, the yelling. https://t.co/6BSuiQyfwC'"
748313753003921410,2016-06-30 00:34:36,"b'Finding quality ""me"" time. Or explaining why Stalin is in hell. 1 yr olds are pretty dumb, so pictures help. https://t.co/cFP0HlDluJ'"
746475768226713604,2016-06-24 22:51:06,b'Actual footage from the first date with my wife. Tried to surprise her and totally forgot I was a fucking shark. https://t.co/7AxuauYH2e'
746079625550401536,2016-06-23 20:36:58,"b'RT @DrLaPook: #BroadwayForOrlando @SethRudetsky ""There are a lot of gay kids in this country that are taught to hate themselves"" https://t.\xe2\x80\xa6'"
745740302040834049,2016-06-22 22:08:37,b'RT @johnaugust: C-SPAN streaming Periscope video from the House is simultaneously inspiring and deeply depressing.'
745709944377344000,2016-06-22 20:08:00,"b'The Deadpool suit is made from over 22 pounds of thinly sliced pastrami. The answer, in a word? Poorly.  https://t.co/2tZsQDxcak'"
745702481791959040,2016-06-22 19:38:20,"b""My dad's not great at baking because, somewhat ironically, he was cremated.  https://t.co/Imyw25hYDN"""
745392739223638017,2016-06-21 23:07:32,"b'Besides my Uncle Dale, there should be a superhero who only wears boots, a cape and way too much lip-gloss.'"
744511522580406272,2016-06-19 12:45:53,"b'Being a father means responsibility. Not just for your main family, but also the secret one in Denmark nobody knows about.'"
743365321604534273,2016-06-16 08:51:18,b'I literally say this to myself every day.  https://t.co/MopbpK1bu9'
742882580144476161,2016-06-15 00:53:03,"b""We did everything we could to keep it. But it's pretty vicious. Glad it lives on in the DVD extras. https://t.co/1vry1JGzdV"""
742778094159794176,2016-06-14 17:57:52,"b""After this morning's diaper, my daughter finally earned the teardrop tattoo on her face."""
742775054757449732,2016-06-14 17:45:47,"b""I don't have snapchat yet. When I was a kid I had eczema.  https://t.co/jRKlXJqiRa"""
742584820157558788,2016-06-14 05:09:52,"b""Then I'm wishing @ChrisEvans a very happy birthday NEXT year as well. Top that, America.  https://t.co/wAsVDkM7bI"""
742583848932941824,2016-06-14 05:06:00,b'RT @HuffingtonPost: An easy guide to contacting your elected representatives about gun control https://t.co/c3D4g2Efod https://t.co/IRWNq7d\xe2\x80\xa6'
742329082633916416,2016-06-13 12:13:39,"b""It's impossible to be angry while wearing one of the Queen's humongous lemon-colored birthday hats."""
742053771782586368,2016-06-12 17:59:40,b'Totally caved and tossed my daughter the keys to the car. She looked really happy as they bounced off her tiny infant face.'
741926957265375232,2016-06-12 09:35:45,b'This completely blew me away.  https://t.co/f7xHTVehbn'
741695625423638533,2016-06-11 18:16:31,"b'RT @NewYorker: David Remnick remembers Muhammad Ali, an extraordinary athlete who was ordinary only in his refusal to stop: https://t.co/Zh\xe2\x80\xa6'"
741658714881568768,2016-06-11 15:49:51,"b""They should make a Tinder for really delicious sandwiches--because holy fuck-tank what's happened to me?"""
741274997629538304,2016-06-10 14:25:06,"b""I'd like to dedicate this to a young man who doesn't think he's seen anything good today... \n\nhttps://t.co/J5PbN41qBJ via @youtube"""
741149648472182784,2016-06-10 06:07:00,b'RT @blakelively: #HugAShark https://t.co/7ZcFXwKoCm'
740872706497904640,2016-06-09 11:46:32,"b'Yes, @MrCraigBierko - his work on UnReal is my new coping mechanism. https://t.co/05oENp6jI3'"
740808653364682754,2016-06-09 07:32:01,b'RT @DeadpoolMovieJP: \xe3\x83\xa6\xe3\x83\x8b\xe3\x82\xb3\xe3\x83\xbc\xe3\x83\xb3\xe3\x81\xab\xe3\x82\x82\xe3\x81\xbe\xe3\x81\x9f\xe3\x81\x8c\xe3\x81\xa3\xe3\x81\xa1\xe3\x82\x83\xe3\x81\x86\xe4\xbf\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x83\x9e\xe3\x82\xb8\xe5\xa4\xa9\xe4\xbd\xbf\xe2\x9d\xa4 #\xe3\x81\x82\xe3\x81\xaa\xe3\x81\x9f\xe3\x81\xaf\xe5\xa4\xa9\xe4\xbd\xbf\xe3\x81\x8b\xe6\x82\xaa\xe9\xad\x94\xe3\x81\x8b #\xe3\x83\x87\xe3\x83\x83\xe3\x83\x89\xe3\x83\x97\xe3\x83\xbc\xe3\x83\xab https://t.co/FfnpbRwjmp'
740457077441744896,2016-06-08 08:14:58,b'Weird. I was JUST thinking the same thing.  https://t.co/taW3TV9r77'
740209597772861440,2016-06-07 15:51:35,"b""That's flattering. But I'm not a professional athlete. Or an airline pilot.  https://t.co/CCz4xrAbJg"""
740172380912373760,2016-06-07 13:23:42,"b'Proud of my baby daughter placing last in her old-timey, bare-knuckle street fighting class. Congrats to her 31 year old opponent, Rick.'"
739157171250843648,2016-06-04 18:09:37,"b'Happy Birthday to my friend, Mr. TJ Miller @nottjmiller!!! If used incorrectly, this gift will change your life. https://t.co/qqio5JyUvs'"
739144525071953924,2016-06-04 17:19:22,"b'RT @realmikefox: Ali, the G-O-A-T. A giant, an inspiration, a man of peace, a warrior for the cure. Thank you. https://t.co/MCLyJhLC0X'"
739100916058574849,2016-06-04 14:26:04,b'Saying Goodbye to a True Legend: Muhammad Ali (1942-2016) https://t.co/HfFcxRyHZX via @michaeljfoxorg'
738619166303752193,2016-06-03 06:31:46,"b""I'm told a cotton sock is NOT a suitable substitute for a regular condom. No matter what your Dr doesn't recommend. https://t.co/3C0hVfWWJQ"""
738611071276056579,2016-06-03 05:59:36,b'RT @DeadpoolMovieJP: \xef\xbc\xbf\xe4\xba\xba\xe4\xba\xba\xe4\xba\xba\xe4\xba\xba\xe4\xba\xba\xef\xbc\xbf \n\xef\xbc\x9e\xe8\x8b\xa6\xe7\xaf\x8011\xe5\xb9\xb4\xef\xbc\x81\xef\xbc\x9c \n\xef\xbf\xa3Y^Y^Y^Y^Y\xef\xbf\xa3\n\n\xe5\x9e\x8b\xe7\xa0\xb4\xe3\x82\x8a\xe3\x81\x99\xe3\x81\x8e\xe3\x81\xa6GO\xe3\x82\xb5\xe3\x82\xa4\xe3\x83\xb3\xe3\x81\x8c\xe5\x87\xba\xe3\x81\xaa\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe4\xbc\x81\xe7\x94\xbb\xe3\x82\x92\xe6\x95\x91\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xaf\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xb3\xe3\x81\xae\xe3\x81\xbf\xe3\x82\x93\xe3\x81\xaa\xef\xbc\x81\xe8\xaa\xb0\xe3\x81\x8b\xe3\x81\x8c\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe6\x98\xa0\xe5\x83\x8f\xe3\x82\x92\xe3\x83\xaa\xe3\x83\xbc\xe3\x82\xaf\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x81\x9f\xe3\x81\x8a\xe3\x81\x8b\xe3\x81\x92\xe3\x81\xa7\xe6\x98\xa0\xe7\x94\xbb\xe5\x8c\x96\xe3\x81\x8c\xe5\xae\x9f\xe7\x8f\xbe\xe3\x80\x82\xe4\xbf\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x80\x81\xe6\x81\xa9\xe8\xbf\x94\xe3\x81\x97\xe3\x81\xab\xe5\xbc\xb5\xe3\x82\x8a\xe5\x88\x87\xe3\x81\xa3\xe3\x81\xa1\xe3\x82\x83\xe3\x81\x86\xe3\x82\x88\xef\xbc\x9f\nhtt\xe2\x80\xa6'
738359708004851717,2016-06-02 13:20:47,"b""What's better than a 12 hour drive with a screaming 1 year old? Not including hepatitis."""
737993657526128640,2016-06-01 13:06:13,"b'True story. Courtesy, @M101_Mutant101 https://t.co/Jx5Qd1k0pW'"
737936423437893632,2016-06-01 09:18:48,b'I wish I could stop thanking you long enough to start thanking you all over again. (Thank you) https://t.co/XkWngKv2lY'
737418403091259394,2016-05-30 23:00:22,b'\xe4\xbf\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x80\x81\xe3\x81\x93\xe3\x81\xae\xe5\x89\x8d\xe3\x81\xae\xe5\xa4\xa7\xe7\x9b\xb8\xe6\x92\xb25\xe6\x9c\x88\xe5\xa0\xb4\xe6\x89\x80\xe3\x81\xaf\xe8\xa6\x8b\xe9\x80\x83\xe3\x81\x97\xe3\x81\xa1\xe3\x82\x83\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x91\xe3\x81\xa9\xe3\x80\x81\xe6\xb1\x97\xe3\x81\xa0\xe3\x81\x8f\xe3\x81\xa8\xe3\x81\x8b\xe3\x80\x81\xe5\xa4\x89\xe3\x81\xaa\xe9\xab\xaa\xe5\xbd\xa2\xe3\x81\xa8\xe3\x81\x8b\xe3\x80\x81\xe5\xb7\xa8\xe5\xa4\xa7\xe3\x81\xaa\xe3\x83\x91\xe3\x83\xb3\xe3\x83\x84\xe3\x81\x8c\xe5\xab\x8c\xe3\x81\x84\xe3\x81\xaa\xe3\x82\x8f\xe3\x81\x91\xe3\x81\x98\xe3\x82\x83\xe3\x81\xaa\xe3\x81\x84\xe3\x82\x88\xe3\x80\x821\xe5\xaf\xbe1\xe3\x81\xae\xe6\xbf\x80\xe7\xaa\x81\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xa8\xe3\x81\x93\xe3\x81\x8c\xe3\x80\x81\xe3\x81\xbe\xe3\x82\x8b\xe3\x81\xa7\xe3\x82\xa2\xe3\x83\xa1\xe3\x83\xaa\xe3\x82\xab\xe5\xa4\xa7\xe7\xb5\xb1\xe9\xa0\x98\xe9\x81\xb8\xe6\x8c\x99\xe6\x88\xa6\xe3\x82\x92\xe8\xa6\x8b\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xa0\xe3\x82\x88\xe3\x81\xad\xef\xbc\x81@TwitterSportsJP https://t.co/JsMJSylVtR'
737253381790633985,2016-05-30 12:04:38,"b'And saved just enough $$, so we could afford to call Francis a, ""wheezing bag of dick-tips"". Everybody wins! https://t.co/kPed0TkAGj'"
737230109552316416,2016-05-30 10:32:09,b'RT @Greenpeace: #Didyouknow? #Vancouver is trying to become the greenest city on Earth https://t.co/aLjBCE3YJQ https://t.co/FEUckJskWl'
736113693394632704,2016-05-27 08:35:55,b'\xe5\xbd\xbc\xe5\xa5\xb3\xe3\x81\x8c\xe3\x82\xa6\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xa1\xe3\x83\xaa\xe3\x83\xb3\xe3\x81\xae\xe6\x84\x9b\xe3\x81\x97\xe3\x81\xae\xe3\x83\x9f\xe3\x83\x84\xe3\x82\xa2\xe3\x83\x8a\xe3\x82\xb0\xe3\x83\x9e\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe2\x80\xa6\xe3\x81\xaa\xe3\x81\xae\xe3\x81\x8b\xef\xbc\x9f\xef\xbc\x9f https://t.co/Eb3CIUnKtA'
736100642322710532,2016-05-27 07:44:03,"b'Deadpool opens in Japan June 1st! As a famous Japanese man once said ""Life is hard; even harder if you\xe2\x80\x99re stupid.""  That man was John Wayne.'"
735168589007749120,2016-05-24 18:00:25,"b""And I'm soaking wet right now.  https://t.co/asc3gJ2sJI"""
735072160952242176,2016-05-24 11:37:14,b'Must. Have. Shirt. #TheVoices  https://t.co/wvlRNIqouH'
733621415669313536,2016-05-20 11:32:30,"b""He tried to make the super-suit green, didn't he? https://t.co/ksrf6ExFXR"""
733366979252387840,2016-05-19 18:41:27,"b""A family having a picnic about two hundred yards downwind, ate like, half my Dad's ashes this morning."""
731491804449771521,2016-05-14 14:30:11,"b""I'm okay right now, thanks.  https://t.co/DnwOYLrmHU"""
731128735664066560,2016-05-13 14:27:28,"b'I\'m writing a children\'s book in ""all caps"" so people know to yell.'"
730938435888947201,2016-05-13 01:51:17,b'RT @NicholasHoult: Very important announcement courtesy of @georgeashwell and the Xmen squad- #Apocalypse #behindthescenes https://t.co/G6l\xe2\x80\xa6'
730477822561636353,2016-05-11 19:20:59,b'We should probably never do this again. https://t.co/cgmVnuqJzH'
730389092115075072,2016-05-11 13:28:24,"b""RT @zaynmalik: Couldn't help it https://t.co/XfqYCS2QXJ"""
730384190215065600,2016-05-11 13:08:55,b'The @KenBurns documentary on The National Parks. Utterly riveting. https://t.co/E4rs37wFGR'
730093833418113024,2016-05-10 17:55:09,"b'Oh NOW we\xe2\x80\x99re being honest? Well FYI, I faked the first 71 orgasms. https://t.co/0Njb4P7YAa'"
730009540385746944,2016-05-10 12:20:12,b'Today! Today! On DVD and Blu-ray! #RightInTheFace #Deadpool https://t.co/9ijtc34J0c'
729632178678714368,2016-05-09 11:20:41,"b'RT @DeadpoolMovieJP: \xf0\x9f\x9a\x9b\xe4\xbf\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x81\xae\xe3\x82\xa2\xe3\x83\x89\xe3\x83\x88\xe3\x83\xa9\xe3\x83\x83\xe3\x82\xaf\xe3\x81\x8c\xe8\xb5\xb0\xe8\xa1\x8c\xe9\x96\x8b\xe5\xa7\x8b\xe2\x9d\x97\n""\xe4\xb8\x96\xe7\x95\x8c\xe3\x81\xab1\xe5\x8f\xb0\xe2\x80\x9d\xe3\x81\xae\xe4\xbf\xba\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe5\xb7\xa8\xe5\xa4\xa7\xe3\x83\x88\xe3\x83\xa9\xe3\x83\x83\xe3\x82\xaf\xe3\x81\x8c\xe5\xae\x8c\xe6\x88\x90\xe2\x9d\x97\xe3\x80\x80\xe3\x81\x8a\xe6\x8a\xab\xe9\x9c\xb2\xe7\x9b\xae\xe3\x81\xab\xe3\x81\xaf\xe5\x85\x83\xe6\xa8\xaa\xe7\xb6\xb1\xe3\x81\xae\xe6\x9b\x99\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93\xe3\x82\x82\xe6\x9d\xa5\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x81\x9f\xe3\x81\x9c\xe2\x9d\x97\xe3\x80\x80\xe6\x9d\xb1\xe4\xba\xac\xe3\x80\x81\xe5\x90\x8d\xe5\x8f\xa4\xe5\xb1\x8b\xe3\x80\x81\xe5\xa4\xa7\xe9\x98\xaa\xe3\x82\x92\xe7\xb8\xa6\xe6\x96\xad\xe3\x81\x99\xe3\x82\x8b\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x81\xe8\xa6\x8b\xe3\x81\x8b\xe3\x81\x91\xe3\x81\x9f\xe3\x82\x89\xe5\x86\x99\xe7\x9c\x9f\xe3\x82\x92\xe6\x92\xae\xe3\x81\xa3\xe3\x81\xa6 #\xe3\x83\x87\xe3\x83\x83\xe3\x83\x97\xe3\x83\xbc\xe7\x99\xba\xe8\xa6\x8b \xe3\x82\x92\xe4\xbb\x98\xe3\x81\x91\xe3\x81\xa6\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe2\x9d\x97 ht\xe2\x80\xa6'"
729421058823102468,2016-05-08 21:21:47,"b""Happy Mother's Day, Mom. Painfully, you gave birth 468 weeks late. I was 9. We were both so happy to be free. https://t.co/B7TDWRuWUe"""
729252346203623424,2016-05-08 10:11:22,"b'I remain, #TeamHelloKitty -- but Civil War was so fucking good. Crisp high fives all around. https://t.co/KvleIgs88Y'"
729036509563785218,2016-05-07 19:53:43,"b""Tens of thousands displaced by Fort McMurray Fire. Gov't is matching all donations to: @redcrosscanada #ymmfire \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/WqqlYzqRVk"""
728882025390874625,2016-05-07 09:39:51,b'RT @THR: Ryan Reynolds and the #Deadpool team really reunited for that erectile dysfunction ad spoof https://t.co/AQFTLXVvYB https://t.co/2\xe2\x80\xa6'
728560127469625344,2016-05-06 12:20:45,"b'When somebody starts a sentence, ""with all due respect..."" it\'s almost guaranteed they\'re about to say something shitty.'"
728536178966794240,2016-05-06 10:45:35,"b'Rest well, Connor ""Bubba"" McGrath. https://t.co/aOLzYeXTOh https://t.co/EUIMwQHmrk'"
728350356590231554,2016-05-05 22:27:11,"b'My brother used the word, ""fleek"" in a sentence, and I had trouble listening to the rest of our relationship.'"
728219096643469312,2016-05-05 13:45:36,"b""Don't let age, Mother Nature or groin trauma tell you what to do. #Deadpole https://t.co/WGECfdCaZ0"""
727984848573444096,2016-05-04 22:14:47,"b'Remember, I was named Ryan long before it never became cool.'"
727974978629545984,2016-05-04 21:35:34,"b""RT @TIMEIdeas: .@pattonoswalt remembers Michelle McNamara: 'She steered her life with joyous, wicked curiosity': https://t.co/hTuI66fJIT"""
727908919876653057,2016-05-04 17:13:05,b'History really is biography. I wish I could @KenBurns my entire childhood.'
727485527952379904,2016-05-03 13:10:40,"b'Tip: It\'s important parents take little ""time outs"" for themselves too.  Even if you feel pretty guilty when you return 14 years later.'"
727390942085406721,2016-05-03 06:54:49,b'RT @Burberry: .@BlakeLively on the #MetGala red carpet wearing a custom @Burberry caped gown https://t.co/dLpfparnkb'
727174402094305280,2016-05-02 16:34:22,"b""Thanks, but I didn't actually say any of this. \n\nAnd Santa Claus IS real. I saw Mommy kissing her. https://t.co/ZS5WJjXfY9"""
727080988765999104,2016-05-02 10:23:10,"b""Like all teenagers, I went on hundreds of dates. With The Bible. She'll be fine! https://t.co/BiWcBfkWmw"""
725555849918308352,2016-04-28 05:22:49,"b'RT @NathanFillion: Towel, sir? https://t.co/Bj8LUFhGVC'"
725429419456737280,2016-04-27 21:00:26,b'No5 Bathroom. @NathanFillion #deadpool extras... #bubbles'
725427361865408514,2016-04-27 20:52:15,"b'RT @ClimateReality: ""There are people who have solar panels on their houses... that don\xe2\x80\x99t know Prince paid for [them].\xe2\x80\x9d - @VanJones68 https\xe2\x80\xa6'"
725041189913776128,2016-04-26 19:17:44,b'RT @joblocom: Nobody kicked more ass than Lt. Ellen Ripley. Celebrate #alienday426 with #Deadpool @VancityReynolds @robertliefeld https://t\xe2\x80\xa6'
724972177683038208,2016-04-26 14:43:31,"b""Grab your box of tissues... And let's go home. https://t.co/StHue0FOJr https://t.co/i4k66wJhDz"""
724190356917641217,2016-04-24 10:56:50,"b""Thank god, they've found a way to legislate fun.  https://t.co/vUSptxaHb9"""
723582620727152640,2016-04-22 18:41:54,b'Huge day for our Great Green Spinning Chunk of Awesome. Thank you world leaders for taking #ClimateAction. https://t.co/T1zYg1sRCW'
723524010961674240,2016-04-22 14:49:01,"b""This doesn't usually happen to me.  #yesitdoes #tuesday https://t.co/qpyqb97MhF"""
722781034887135232,2016-04-20 13:36:41,b'RT @deadpoolmovie: These features are as special as it gets. #Deadpool https://t.co/QPkocCzBsF https://t.co/7CEvPEXV3E'
722218103258669056,2016-04-19 00:19:48,"b""Thank you @GQMagazine. 4 more Canadians on the list and you'd have the whole damn country.  https://t.co/qh6WGExkdY"""
721339581224861696,2016-04-16 14:08:52,"b""My daughter just sneezed into my yawning mouth. Seemed really fucking pleased with herself. Joke's on her. She'll have to bury me someday."""
720957295589527552,2016-04-15 12:49:48,"b""#onetree matters. Gordon's the 50 millionth tree @americanforests &amp; @eddiebauer planted. https://t.co/QLKy5B4NNh #ad https://t.co/uBia9UJ8pU"""
720665808381337601,2016-04-14 17:31:32,"b'RT @TheWrap: Fox Confirms ""Deadpool\' Sequel in Progress With @VanCityReynolds, Director Tim Miller https://t.co/we427wVSwW https://t.co/a5o\xe2\x80\xa6'"
720403021037830145,2016-04-14 00:07:19,"b""My hands are still growing back, but I'll be damned if I can't take care of my friend, @ambertamblyn https://t.co/KWDZBsmkB0"""
719373019240611840,2016-04-11 03:54:27,"b""Thank you @MTV for an unforgettable night. Don't care what the doctors say... These two incredibly heavy trophies make gorgeous earrings."""
719369470565855232,2016-04-11 03:40:21,b'RT @MTV: And the winner for #MovieAwards Best Comedic Performance is... @VancityReynolds! \xf0\x9f\x92\xa5'
